Place_ID,Place_Name,Deskripsi,Kategori,Harga,lokasi,fasilitas,Metadata
11,Desa Wisata Sungai Code Jogja Kota,"Kampung Code berada di Kelurahan Kotabaru, Kecamatan Gondokusuman Kota Yogyakarta. Lokasi persisnya ada di RT 01/RW 01 di sebelah selatan jembatan Gondolayu di Jl Jenderal Sudirman atau di sebelah timur bantaran Kali Code yang membelah Kota Yogyakarta. Kampung Code terletak persis di bantaran Kali Code yang memanjang ke arah selatan dengan kontur tanah bertebing dari atas ke bawah. Di bagian atas yang mepet Jl Faridan M. Noto sebagian besar digunakan warga untuk usaha jasa/jual beli ban mobil. Sedangkan di bagian bawah menjadi tempat pemukiman warga. Kampung Code yang tadinya kampung biasa, menjelma menjadi sebuah karya seni berkat jasa seorang arsitek sekaligus pemuka agama katolik, Romo YB Manguwijaya.",Outdoor,0,Kota Yogyakarta,"Homestay, aktivitas pedesaan, lokasi fotografi, kuliner lokal, kerajinan tangan, taman bunga.","11 Desa Wisata Sungai Code Jogja Kota Kampung Code berada di Kelurahan Kotabaru, Kecamatan Gondokusuman Kota Yogyakarta. Lokasi persisnya ada di RT 01/RW 01 di sebelah selatan jembatan Gondolayu di Jl Jenderal Sudirman atau di sebelah timur bantaran Kali Code yang membelah Kota Yogyakarta. Kampung Code terletak persis di bantaran Kali Code yang memanjang ke arah selatan dengan kontur tanah bertebing dari atas ke bawah. Di bagian atas yang mepet Jl Faridan M. Noto sebagian besar digunakan warga untuk usaha jasa/jual beli ban mobil. Sedangkan di bagian bawah menjadi tempat pemukiman warga. Kampung Code yang tadinya kampung biasa, menjelma menjadi sebuah karya seni berkat jasa seorang arsitek sekaligus pemuka agama katolik, Romo YB Manguwijaya. Outdoor 0 Kota Yogyakarta Homestay, aktivitas pedesaan, lokasi fotografi, kuliner lokal, kerajinan tangan, taman bunga."
12,Alun Alun Selatan Yogyakarta,"Alun Alun Selatan Yogyakarta adalah sebuah lapangan terbuka yang terletak di pusat kota Yogyakarta, tepat di sebelah selatan Keraton Yogyakarta. Lapangan ini memiliki sejarah panjang sebagai pusat kegiatan sosial dan budaya di kota ini. Alun Alun Selatan dikelilingi oleh pepohonan besar yang memberikan naungan sejuk dan suasana yang nyaman bagi pengunjung. Di tengah lapangan terdapat dua pohon beringin yang menjadi ikonik dan sering digunakan sebagai tempat bersantai oleh masyarakat setempat. Alun Alun Selatan juga dikenal sebagai tempat untuk menikmati kuliner khas Yogyakarta seperti wedang ronde, gudeg, dan makanan kaki lima lainnya yang tersedia di sekitar area lapangan. Selain itu, malam hari Alun Alun Selatan menjadi tempat populer untuk berjalan-jalan dan menikmati suasana malam Yogyakarta yang ramai dan meriah dengan lampu-lampu hias yang menambah keindahan tempat ini. Sebagai pusat kota yang ramai dan bersejarah, Alun Alun Selatan Yogyakarta menjadi tempat yang wajib dikunjungi bagi wisatawan untuk merasakan atmosfer khas dan kehidupan sehari-hari masyarakat lokal.",Outdoor,0,Kota Yogyakarta,"Area bermain keluarga, kios jajanan, pasar malam, panggung seni, fasilitas olahraga, tempat duduk bersantai.","12 Alun Alun Selatan Yogyakarta Alun Alun Selatan Yogyakarta adalah sebuah lapangan terbuka yang terletak di pusat kota Yogyakarta, tepat di sebelah selatan Keraton Yogyakarta. Lapangan ini memiliki sejarah panjang sebagai pusat kegiatan sosial dan budaya di kota ini. Alun Alun Selatan dikelilingi oleh pepohonan besar yang memberikan naungan sejuk dan suasana yang nyaman bagi pengunjung. Di tengah lapangan terdapat dua pohon beringin yang menjadi ikonik dan sering digunakan sebagai tempat bersantai oleh masyarakat setempat. Alun Alun Selatan juga dikenal sebagai tempat untuk menikmati kuliner khas Yogyakarta seperti wedang ronde, gudeg, dan makanan kaki lima lainnya yang tersedia di sekitar area lapangan. Selain itu, malam hari Alun Alun Selatan menjadi tempat populer untuk berjalan-jalan dan menikmati suasana malam Yogyakarta yang ramai dan meriah dengan lampu-lampu hias yang menambah keindahan tempat ini. Sebagai pusat kota yang ramai dan bersejarah, Alun Alun Selatan Yogyakarta menjadi tempat yang wajib dikunjungi bagi wisatawan untuk merasakan atmosfer khas dan kehidupan sehari-hari masyarakat lokal. Outdoor 0 Kota Yogyakarta Area bermain keluarga, kios jajanan, pasar malam, panggung seni, fasilitas olahraga, tempat duduk bersantai."
13,Monumen Yogya Kembali,"Monumen Jogja Kembali, sebuah landmark yang berdiri megah di Jalan Ring Road Utara, Yogyakarta, merupakan simbol penting dari semangat kebangkitan dan pemulihan Kota Yogyakarta pasca gempa bumi tahun 1976. Dibangun pada tahun 1985, monumen ini juga mengabadikan perjuangan dan semangat kemerdekaan Indonesia. Desain monumen yang unik menampilkan sebuah menara setinggi 24 meter yang melambangkan tongkat dan kuncup bunga, masing-masing menggambarkan kekuatan serta harapan dan kehidupan yang terus berkembang. Lingkungan sekitar monumen didesain dengan taman yang indah dan air mancur yang menambah pesona tempat ini, menjadi tujuan populer untuk bersantai dan menikmati keindahan alam. Pada malam hari, monumen diterangi lampu-lampu yang memancarkan cahaya dramatis, menciptakan suasana yang memukau. Monumen Jogja Kembali tidak hanya menjadi bagian dari panorama kota Yogyakarta, tetapi juga menjadi simbol yang menginspirasi dan membangkitkan semangat bagi masyarakat lokal dan seluruh Indonesia.",Outdoor,15000,Kabupaten Sleman,"Museum sejarah, area edukasi, taman kota, patung-patung, toko buku, kafe.","13 Monumen Yogya Kembali Monumen Jogja Kembali, sebuah landmark yang berdiri megah di Jalan Ring Road Utara, Yogyakarta, merupakan simbol penting dari semangat kebangkitan dan pemulihan Kota Yogyakarta pasca gempa bumi tahun 1976. Dibangun pada tahun 1985, monumen ini juga mengabadikan perjuangan dan semangat kemerdekaan Indonesia. Desain monumen yang unik menampilkan sebuah menara setinggi 24 meter yang melambangkan tongkat dan kuncup bunga, masing-masing menggambarkan kekuatan serta harapan dan kehidupan yang terus berkembang. Lingkungan sekitar monumen didesain dengan taman yang indah dan air mancur yang menambah pesona tempat ini, menjadi tujuan populer untuk bersantai dan menikmati keindahan alam. Pada malam hari, monumen diterangi lampu-lampu yang memancarkan cahaya dramatis, menciptakan suasana yang memukau. Monumen Jogja Kembali tidak hanya menjadi bagian dari panorama kota Yogyakarta, tetapi juga menjadi simbol yang menginspirasi dan membangkitkan semangat bagi masyarakat lokal dan seluruh Indonesia. Outdoor 15000 Kabupaten Sleman Museum sejarah, area edukasi, taman kota, patung-patung, toko buku, kafe."
14,Taman Pelangi Yogyakarta,"Taman Pelangi Yogyakarta merupakan tempat wisata malam yang menampilkan warna-warni lampu lampion, sehingga terlihat seperti pelangi. Taman wisata ini terletak di Jalan Padjajaran (sebelumnya bernama Jalan Ring Road Utara), dan berada di lokasi Museum Monumen Yogya Kembali (Monumen Jogja Kembali) Yogyakarta. Taman Pelangi memiliki lebih dari 20 jenis permainan, 25 stand makan dan stand minum. Taman pelangi ini bisa dinikmati dari sore sampai malam, atau dari jam 17.00 sampai jam 23.00. Malam hari anda akan terasa lengkap dan sempurna di Taman Pelangi dengan banyaknya lampion yang menyala memberikan kesan yang menarik untuk menenangkan pikiran.",Outdoor,15000,Kabupaten Sleman,"Taman bermain anak, area piknik, air mancur warna-warni, wahana permainan air, fasilitas kebugaran, tempat duduk santai.","14 Taman Pelangi Yogyakarta Taman Pelangi Yogyakarta merupakan tempat wisata malam yang menampilkan warna-warni lampu lampion, sehingga terlihat seperti pelangi. Taman wisata ini terletak di Jalan Padjajaran (sebelumnya bernama Jalan Ring Road Utara), dan berada di lokasi Museum Monumen Yogya Kembali (Monumen Jogja Kembali) Yogyakarta. Taman Pelangi memiliki lebih dari 20 jenis permainan, 25 stand makan dan stand minum. Taman pelangi ini bisa dinikmati dari sore sampai malam, atau dari jam 17.00 sampai jam 23.00. Malam hari anda akan terasa lengkap dan sempurna di Taman Pelangi dengan banyaknya lampion yang menyala memberikan kesan yang menarik untuk menenangkan pikiran. Outdoor 15000 Kabupaten Sleman Taman bermain anak, area piknik, air mancur warna-warni, wahana permainan air, fasilitas kebugaran, tempat duduk santai."
15,Kampung Wisata Kadipaten,Kampung Wisata Kadipaten secaara kewilayahan berada di Kelurahan Kadipaten Kecamatan Kraton. Keberadaannya juga berfungsi sebagai penyangga obyek wisata Kraton Kasultanan Yogyakarta. Sesuai dengan potensi yang ada Kampung Wisata Kadipaten kemudian mengangkat tema â€œArt and Heritage Turismâ€ sebagai brandinngnya. Kawasan kampung wisata ini menjadi sangat unik dan spesifik karena disana banyak terdapat bangunan situs cagar busaya terutama bangunan Dalem Pangeran. Nama Kadipaten sendiri konon berasal dari nama kawasan yang disana banyak terdapat bangunan situs cagar budaya terutama bangunan Dalem Pangeran. Nama Kadipaten konon berasal dari nama kawasan yang disana banyak ditinggali oleh kerabat Kraton yang sekaligus sebagai pengagung Kraton.,Outdoor,0,Kota Yogyakarta,"Rumah tradisional, kuliner khas, galeri seni, lokakarya kerajinan, acara budaya, pemandangan pedesaan.","15 Kampung Wisata Kadipaten Kampung Wisata Kadipaten secaara kewilayahan berada di Kelurahan Kadipaten Kecamatan Kraton. Keberadaannya juga berfungsi sebagai penyangga obyek wisata Kraton Kasultanan Yogyakarta. Sesuai dengan potensi yang ada Kampung Wisata Kadipaten kemudian mengangkat tema â€œArt and Heritage Turismâ€ sebagai brandinngnya. Kawasan kampung wisata ini menjadi sangat unik dan spesifik karena disana banyak terdapat bangunan situs cagar busaya terutama bangunan Dalem Pangeran. Nama Kadipaten sendiri konon berasal dari nama kawasan yang disana banyak terdapat bangunan situs cagar budaya terutama bangunan Dalem Pangeran. Nama Kadipaten konon berasal dari nama kawasan yang disana banyak ditinggali oleh kerabat Kraton yang sekaligus sebagai pengagung Kraton. Outdoor 0 Kota Yogyakarta Rumah tradisional, kuliner khas, galeri seni, lokakarya kerajinan, acara budaya, pemandangan pedesaan."
16,Taman Budaya Yogyakarta,"Taman Budaya Yogyakarta adalah sebuah pusat seni dan budaya yang terletak di Jalan Sriwedari No. 1, Yogyakarta. Didirikan pada tahun 1976, taman ini menjadi salah satu pusat kegiatan seni dan budaya terbesar di kota ini. Taman Budaya Yogyakarta menampilkan beragam pertunjukan seni tradisional Jawa seperti wayang kulit, tari Jawa, dan musik gamelan. Selain itu, taman ini juga menjadi tempat bagi berbagai festival seni, konser musik, pameran seni rupa, dan lokakarya kesenian. Bangunan-bangunan di dalam kompleks taman menggambarkan arsitektur tradisional Jawa yang indah, menciptakan atmosfer yang khas dan memikat bagi pengunjung. Taman Budaya Yogyakarta menjadi destinasi yang penting bagi mereka yang ingin memahami dan mengalami kekayaan seni dan budaya Jawa secara mendalam, sambil menikmati pertunjukan dan acara seni yang beragam dan menginspirasi.",Outdoor,0,Kota Yogyakarta,"Pertunjukan seni, teater, galeri seni, kursus seni, toko seni, tempat ngopi.","16 Taman Budaya Yogyakarta Taman Budaya Yogyakarta adalah sebuah pusat seni dan budaya yang terletak di Jalan Sriwedari No. 1, Yogyakarta. Didirikan pada tahun 1976, taman ini menjadi salah satu pusat kegiatan seni dan budaya terbesar di kota ini. Taman Budaya Yogyakarta menampilkan beragam pertunjukan seni tradisional Jawa seperti wayang kulit, tari Jawa, dan musik gamelan. Selain itu, taman ini juga menjadi tempat bagi berbagai festival seni, konser musik, pameran seni rupa, dan lokakarya kesenian. Bangunan-bangunan di dalam kompleks taman menggambarkan arsitektur tradisional Jawa yang indah, menciptakan atmosfer yang khas dan memikat bagi pengunjung. Taman Budaya Yogyakarta menjadi destinasi yang penting bagi mereka yang ingin memahami dan mengalami kekayaan seni dan budaya Jawa secara mendalam, sambil menikmati pertunjukan dan acara seni yang beragam dan menginspirasi. Outdoor 0 Kota Yogyakarta Pertunjukan seni, teater, galeri seni, kursus seni, toko seni, tempat ngopi."
17,Kampung Wisata Sosro Menduran,"Kampung wisata Sosromenduran merupakan kampung wisata yang sangat unik karena berbasis multi culture, akomodasi dan belanja sekaligus berfungsi sebagai penyangga kawasan Objek Wisata Malioboro. Secara kewilayahan kampung wisata sosromenduran berada di Kelurahan Sosromenduran Kecamatan Gedongtengen. Letaknya sangat strategis karena berada disamping dikawasan Malioboro juga sangat dekat dengan Stasiun Kereta Api Tugu serta banyak terdapat fasilitas kepariwisataan baik hotel, homestay, warung dan restoran, travel, money changer, coffee, rental mobil, sepeda motor bahkan sepeda ontel dan yang sangat menarik di kampung wisata Sosromenduran juga terdapat banyak produsen souvenir kaos oblong yang juga banyak dijual di sepanjang jalan malioboro",Outdoor,0,Kota Yogyakarta,"Wisata alam, kebun teh, aktivitas petani, peternakan, kuliner lokal, homestay.","17 Kampung Wisata Sosro Menduran Kampung wisata Sosromenduran merupakan kampung wisata yang sangat unik karena berbasis multi culture, akomodasi dan belanja sekaligus berfungsi sebagai penyangga kawasan Objek Wisata Malioboro. Secara kewilayahan kampung wisata sosromenduran berada di Kelurahan Sosromenduran Kecamatan Gedongtengen. Letaknya sangat strategis karena berada disamping dikawasan Malioboro juga sangat dekat dengan Stasiun Kereta Api Tugu serta banyak terdapat fasilitas kepariwisataan baik hotel, homestay, warung dan restoran, travel, money changer, coffee, rental mobil, sepeda motor bahkan sepeda ontel dan yang sangat menarik di kampung wisata Sosromenduran juga terdapat banyak produsen souvenir kaos oblong yang juga banyak dijual di sepanjang jalan malioboro Outdoor 0 Kota Yogyakarta Wisata alam, kebun teh, aktivitas petani, peternakan, kuliner lokal, homestay."
18,Monumen Batik Yogyakarta,"Monumen Batik Yogyakarta, atau lebih dikenal sebagai Monumen Jogja Kembali, merupakan sebuah landmark yang terletak di Jalan Ring Road Utara, Yogyakarta. Monumen ini didirikan pada tahun 1985 sebagai simbol kebangkitan dan semangat pemulihan Kota Yogyakarta pasca gempa bumi tahun 1976. Desain monumen yang unik menampilkan sebuah menara setinggi 24 meter yang melambangkan tongkat dan kuncup bunga, masing-masing menggambarkan kekuatan serta harapan dan kehidupan yang terus berkembang. Lingkungan sekitar monumen didesain dengan taman yang indah dan air mancur yang menambah pesona tempat ini, menjadi tujuan populer untuk bersantai dan menikmati keindahan alam. Pada malam hari, monumen diterangi lampu-lampu yang memancarkan cahaya dramatis, menciptakan suasana yang memukau. Monumen Batik Yogyakarta tidak hanya menjadi bagian dari panorama kota Yogyakarta, tetapi juga menjadi simbol yang menginspirasi dan membangkitkan semangat bagi masyarakat lokal dan seluruh Indonesia.",Outdoor,40000,Kota Yogyakarta,"Pameran batik, lokakarya batik, toko batik, kursus batik, galeri seni, area istirahat.","18 Monumen Batik Yogyakarta Monumen Batik Yogyakarta, atau lebih dikenal sebagai Monumen Jogja Kembali, merupakan sebuah landmark yang terletak di Jalan Ring Road Utara, Yogyakarta. Monumen ini didirikan pada tahun 1985 sebagai simbol kebangkitan dan semangat pemulihan Kota Yogyakarta pasca gempa bumi tahun 1976. Desain monumen yang unik menampilkan sebuah menara setinggi 24 meter yang melambangkan tongkat dan kuncup bunga, masing-masing menggambarkan kekuatan serta harapan dan kehidupan yang terus berkembang. Lingkungan sekitar monumen didesain dengan taman yang indah dan air mancur yang menambah pesona tempat ini, menjadi tujuan populer untuk bersantai dan menikmati keindahan alam. Pada malam hari, monumen diterangi lampu-lampu yang memancarkan cahaya dramatis, menciptakan suasana yang memukau. Monumen Batik Yogyakarta tidak hanya menjadi bagian dari panorama kota Yogyakarta, tetapi juga menjadi simbol yang menginspirasi dan membangkitkan semangat bagi masyarakat lokal dan seluruh Indonesia. Outdoor 40000 Kota Yogyakarta Pameran batik, lokakarya batik, toko batik, kursus batik, galeri seni, area istirahat."
19,Tugu Pal Putih Jogja,"Tugu Pal Putih Yogyakarta, atau lebih dikenal sebagai Tugu Jogja, adalah sebuah landmark yang terletak di persimpangan Jalan Sudirman, Jalan Margo Utomo, dan Jalan A.M. Sangaji, Yogyakarta. Monumen ini didirikan pada tahun 1755 oleh Sultan Hamengkubuwono I sebagai simbol kejayaan Kerajaan Mataram Islam. Tugu Jogja awalnya berfungsi sebagai penanda batas masuk ke wilayah Kraton Yogyakarta. Desainnya yang tinggi menjulang dengan bentuk menara dan ornamen khas Jawa, menunjukkan keagungan dan kekuasaan kerajaan pada masa lampau. Lokasi Tugu Pal Putih menjadi pusat kegiatan sosial dan budaya di Yogyakarta, sering dijadikan tempat untuk berkumpul, berfoto, atau sekadar menikmati pemandangan kota. Pada malam hari, tugu ini diterangi lampu-lampu yang indah, menciptakan suasana yang memukau dan menjadi ikon malam di Yogyakarta. Tugu Pal Putih Yogyakarta tidak hanya menjadi penanda sejarah dan budaya, tetapi juga menjadi simbol kebanggaan dan identitas bagi masyarakat Yogyakarta.",Outdoor,0,Kota Yogyakarta,"Landmark, area pertemuan, taman kota, jalan-jalan sehat, pemandangan malam, fasilitas kebersihan.","19 Tugu Pal Putih Jogja Tugu Pal Putih Yogyakarta, atau lebih dikenal sebagai Tugu Jogja, adalah sebuah landmark yang terletak di persimpangan Jalan Sudirman, Jalan Margo Utomo, dan Jalan A.M. Sangaji, Yogyakarta. Monumen ini didirikan pada tahun 1755 oleh Sultan Hamengkubuwono I sebagai simbol kejayaan Kerajaan Mataram Islam. Tugu Jogja awalnya berfungsi sebagai penanda batas masuk ke wilayah Kraton Yogyakarta. Desainnya yang tinggi menjulang dengan bentuk menara dan ornamen khas Jawa, menunjukkan keagungan dan kekuasaan kerajaan pada masa lampau. Lokasi Tugu Pal Putih menjadi pusat kegiatan sosial dan budaya di Yogyakarta, sering dijadikan tempat untuk berkumpul, berfoto, atau sekadar menikmati pemandangan kota. Pada malam hari, tugu ini diterangi lampu-lampu yang indah, menciptakan suasana yang memukau dan menjadi ikon malam di Yogyakarta. Tugu Pal Putih Yogyakarta tidak hanya menjadi penanda sejarah dan budaya, tetapi juga menjadi simbol kebanggaan dan identitas bagi masyarakat Yogyakarta. Outdoor 0 Kota Yogyakarta Landmark, area pertemuan, taman kota, jalan-jalan sehat, pemandangan malam, fasilitas kebersihan."
20,Tebing Breksi,"Tebing Breksi, yang terletak di Desa Sambirejo, Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta, adalah sebuah destinasi wisata yang menawarkan keindahan alam dan kekayaan seni. Awalnya, Tebing Breksi adalah tempat penambangan batuan alam yang dijalankan oleh masyarakat sekitar sejak tahun 1980-an. Batuan yang ada di Tebing Breksi merupakan hasil endapan abu vulkanik gunung api Purba Nglanggeran. Pada tahun 2014, kegiatan penambangan di tempat ini ditutup oleh pemerintah berdasarkan hasil kajian yang menyatakan bahwa batuan tersebut merupakan batuan yang berasal dari aktivitas vulkanis Gunung Api Purba Nglanggeran. Setelah penutupan aktivitas tambang tersebut, masyarakat mendekorasi lokasi bekas pertambangan ini menjadi tempat wisata yang layak untuk dikunjungi. Tebing Breksi kini menjadi magnet bagi para pelancong di Jogja dengan pemandangan dinding tebing dengan ornamen patahan yang terlihat begitu artistik. Tebing ini juga telah dipahat membentuk relief dan patung dari cerita pewayangan, menjadikannya tempat favorit untuk berfoto.",Outdoor,20000,Kabupaten Sleman,"Pemandangan alam, hiking, area foto, kegiatan outdoor, piknik, fasilitas parkir.","20 Tebing Breksi Tebing Breksi, yang terletak di Desa Sambirejo, Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta, adalah sebuah destinasi wisata yang menawarkan keindahan alam dan kekayaan seni. Awalnya, Tebing Breksi adalah tempat penambangan batuan alam yang dijalankan oleh masyarakat sekitar sejak tahun 1980-an. Batuan yang ada di Tebing Breksi merupakan hasil endapan abu vulkanik gunung api Purba Nglanggeran. Pada tahun 2014, kegiatan penambangan di tempat ini ditutup oleh pemerintah berdasarkan hasil kajian yang menyatakan bahwa batuan tersebut merupakan batuan yang berasal dari aktivitas vulkanis Gunung Api Purba Nglanggeran. Setelah penutupan aktivitas tambang tersebut, masyarakat mendekorasi lokasi bekas pertambangan ini menjadi tempat wisata yang layak untuk dikunjungi. Tebing Breksi kini menjadi magnet bagi para pelancong di Jogja dengan pemandangan dinding tebing dengan ornamen patahan yang terlihat begitu artistik. Tebing ini juga telah dipahat membentuk relief dan patung dari cerita pewayangan, menjadikannya tempat favorit untuk berfoto. Outdoor 20000 Kabupaten Sleman Pemandangan alam, hiking, area foto, kegiatan outdoor, piknik, fasilitas parkir."
21,Candi Donotirto,"Candi Donotirto adalah sebuah situs candi Hindu yang terletak di Desa Donotirto, Klaten, Jawa Tengah. Candi ini berasal dari zaman Kerajaan Mataram Kuno pada abad ke-9 Masehi dan merupakan bagian dari kompleks candi-candi di daerah Prambanan. Lokasinya berada tidak jauh dari kompleks Candi Prambanan dan merupakan bagian dari warisan arsitektur Hindu Jawa yang kaya akan sejarah. Candi Donotirto memiliki arsitektur khas candi Hindu dengan ciri-ciri seperti bentuk bangunan berundak, relief relief yang menggambarkan adegan keagamaan, dan ornamen-ornamen artistik yang menghiasi dindingnya. Situs candi ini memberikan gambaran yang menarik tentang kehidupan spiritual dan budaya masyarakat Jawa pada masa lampau. Pengunjung dapat menjelajahi kompleks candi ini sambil memahami nilai sejarah dan keindahan seni arsitektur Hindu kuno yang masih terjaga dengan baik. Candi Donotirto menjadi destinasi menarik bagi para pecinta sejarah dan kebudayaan untuk menggali pengetahuan tentang masa lalu yang kaya dan berwarna dari Jawa Tengah.",Outdoor,0,Kota Yogyakarta,"Situs bersejarah, kuil keagamaan, area meditasi, taman hijau, tempat bermain anak, fasilitas parkir.","21 Candi Donotirto Candi Donotirto adalah sebuah situs candi Hindu yang terletak di Desa Donotirto, Klaten, Jawa Tengah. Candi ini berasal dari zaman Kerajaan Mataram Kuno pada abad ke-9 Masehi dan merupakan bagian dari kompleks candi-candi di daerah Prambanan. Lokasinya berada tidak jauh dari kompleks Candi Prambanan dan merupakan bagian dari warisan arsitektur Hindu Jawa yang kaya akan sejarah. Candi Donotirto memiliki arsitektur khas candi Hindu dengan ciri-ciri seperti bentuk bangunan berundak, relief relief yang menggambarkan adegan keagamaan, dan ornamen-ornamen artistik yang menghiasi dindingnya. Situs candi ini memberikan gambaran yang menarik tentang kehidupan spiritual dan budaya masyarakat Jawa pada masa lampau. Pengunjung dapat menjelajahi kompleks candi ini sambil memahami nilai sejarah dan keindahan seni arsitektur Hindu kuno yang masih terjaga dengan baik. Candi Donotirto menjadi destinasi menarik bagi para pecinta sejarah dan kebudayaan untuk menggali pengetahuan tentang masa lalu yang kaya dan berwarna dari Jawa Tengah. Outdoor 0 Kota Yogyakarta Situs bersejarah, kuil keagamaan, area meditasi, taman hijau, tempat bermain anak, fasilitas parkir."
