Place_ID,Place_Name,Deskripsi,Jam,Harga,lokasi,fasilitas,Detail_lokasi
78,Kampung Wisata Dipowinatan,"Kampung Wisata Dipowinatan adalah sebuah kampung yang dikembangkan oleh Dinas Pariwisata Yogyakarta untuk tujuan pariwisata. Kampung tersebut merupakan salah satu dari 17 yang saat ini sedang dikembangkan oleh Pemerintah Kota Yogyakarta. Pepatnya, Kampung Dipowinatan terdapat di Kelurahan Keparakan, Kecamatan Mergangsan, Kota Yogyakarta. Keunggulan utama yang ditonjolkan oleh kampung itu adalah adanya konsep live in atau rekreasi yang berpadu dengan masyarakat sekitar sekaligus membaur dengan unsur budaya dan lokalitas masyarakat yang ada. Di dalam kampung tersebut, pengunjung akan disuguhi beberapa fasilitas unik seperti berkunjung ke rumah-rumah keluarga Jawa dengan mengenakan pakaian adat Jawa dan ditambah dengan adanya hiburan kesenian sekaligus sajian kuliner khas Jawa.",00.00 - 23.59,220000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3952.8040863619817!2d110.3679237747663!3d-7.810552892209905!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a579bc5236207%3A0x5f5de75b030c50c3!2zUlRIUCBEaXBvd2luYXRhbijqp4vqpqDqpqnqpqTqp4Dqpo_qpqvqpoHqp4kp!5e0!3m2!1sid!2sid!4v1715394205151!5m2!1sid!2sid,"Wisata desa, homestay, kuliner lokal, aktivitas pedesaan, taman bunga, toko kerajinan.","Jl. Dipowinatan MG 1 No.26, Keparakan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55152"
79,Watu Mabur Mangunan,"Kawasan Tebing Watu Mabur ini terbilang belum lama dikenal oleh masyarakat. Hal ini memang terjadi karena dahulu potensi wisata di kawasan Mangunan belum dikembangkan sedemikian rupa. Dahulu Kawasan Tebing Watu Mabur merupakan kawasan yang digunakan untuk perkemahan. Area perkemahannya sendiri cukup luas yang bisa menampung puluhan tenda besar. Sampai sekarang kawasan perkemahannya masih ada, namun jarang digunakan untuk aktivitas perkemahan, karena di Yogyakarta begitu banyak spot untuk berkemah. Mengunjungi Tebing Watu Mabur tidak lengkap jika tidak mencoba beberapa spot fotonya yang sekarang sangat hits. Spot foto yang paling terkenal ialah jalan raya / landasan pacu yang ujungnya tepat menghadap jurang. Sehingga ketika anda foto di tempat ini seperti sedang berada di jalan yang tidak berujung.",00.00 -23.59,2500,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3951.5004707393614!2d110.43842507476779!3d-7.947120992077165!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a534f9fff4055%3A0xd40f9bf76dc1be53!2sWatu%20Mabur%20Mangunan!5e0!3m2!1sid!2sid!4v1715394228230!5m2!1sid!2sid,"Batu besar, spot berjemur, trekking, area piknik, spot foto, fasilitas parkir.","Lemahbang RT28, Lembah Bang, Mangunan, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783"
80,Pintoe Langit Dahromo,"Pintu Langit Dahromo ini menyediakan berbagai spot selfie yang hitz dan instagramable dengan latar belakang panorama keindahan sebagian Kota Jogja yang istimewa. Adapun berbagai spot foto tersebut seperti spot foto rumah dengan bunga-bunga disekitarnya, pintu langit, gardu pandang yang berbentuk love, dan ada juga sayap capung. Pintu Langit Dahromo berlokasi di Jl. Dahromo, Karang Asem, Muntuk, Dlingo, Bantul, Daerah Istimewa Yogyakarta 55783. Tepatnya berada di jalur wisata perbukitan sebelah selatan bukit Lintang Sewu. Untuk mencapai Pintu Langit ini, rute perjalanan yang dilalui cukup mudah karena berada dekat dengan wisata lainnya.",07.00 -23.00,2500,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3951.8224491440324!2d110.43520807476736!3d-7.913607992109738!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a53831583763d%3A0xa74f215c61b1135e!2sPintoe%20Langit%20Dahromo!5e0!3m2!1sid!2sid!4v1715394253247!5m2!1sid!2sid,"Spot pandang, trekking, area berjemur, spot foto, taman bermain anak, gazebo.","Jl. Dahromo, Karang Asem, Muntuk, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783"
81,Green Village Gedangsari,"Wisata Green Village Gedangsari Gunungkidul merupakan wisata alam cukup menakjubkan, pesona alam berupa hamparan pepohonan hijau rindang serta udara sejuk, bahkan sekarang telah hadir loh wahana flying fox terpanjang se Asia Tenggara. Berada di dataran tinggi, pengunjung dapat menyaksikan panorama kota Jogja, Klaten hingga kota Solo. Beberapa kegiatan liburan menyenangkan dapat dilakukan ketika liburan di Green Village Gunungkidul. Sepanjang jalan setapak berawal dari gerbang masuk hingga lokasi puncak, tak perlu heran kalau banyak pengunjung berswafoto di sepanjang jalan. Hal tersebut mengingat pesona alam masih asri, sehingga sangat cocok dijadikan background berswafoto bareng keluarga, teman atau pun bareng pasangan. Tentu saja banyak pengunjung membawa tongkat selfie bahkan ada juga menggunakan pesawat drone demi merekam momen keseruan dan keindahan alam Gunungkidul melalui jepretan kamera.",06.00 - 18.00,2000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3952.780035221901!2d110.61299607476623!3d-7.8130939922074605!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a4f32bf83986b%3A0x89cfc63831ddf2a3!2sGreen%20Village%20Gedangsari!5e0!3m2!1sid!2sid!4v1715394275299!5m2!1sid!2sid,"Homestay, restoran lokal, area berkemah, taman bermain anak, trekking, fasilitas parkir.","Guyangan Lor, Mertelu, Kec. Gedang Sari, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55863"
82,Kebun Teh Nglinggo,"Wisata Kebun Teh Nglinggo adalah satu-satunya kebun teh yang berada di Yogyakarta. Sebenarnya kebun teh ini merupakan tempat mata pencaharian penduduk di sekitar Pagerhajo. Kemudian warga mempunyai ide untuk menjadikannya sebagai tempat wisata. Dengan pesona alamnya Kebun Teh Nglinggo menjadi objek wisata yang cukup terkenal di Kulon Progo. Kebun Teh Nglinggo terletak di wilayah Perbukitan Menoreh. Lokasinya di Desa Wisata Nglinggo, Nglinggo Barat, Pagerharjo, Samigaluh, Kabupaten Kulon Progo, DIY. Wisata ini menawarkan objek wisata berupa hamparan perkebunan teh dengan luas sekitar 136 hektare di ketinggian 900-1000 mdpl . Di sana pengunjung dapat melihat para pemetik daun teh dan dapat pula ikut memanen daun teh. Jika kurang puas pengunjung juga dapat naik hingga Puncak Kendeng Gunung Kukusan, dan akan dimanjakan dengan pemandangan alam yang memikat mata juga udara sejuk pegunungan yang masih alami . Dari puncak tersebut pengunjung akan disajikan dengan pemandangan delapan gunung besar yang ada di Jogja dan Jawa Tengah . Pengunjung juga bisa menjelajahi Kebun Teh Nglinggo dengan jeep ataupun motor trail. Meskipun buka dari pukul 06.00-18.00 WIB, tetapi Kebun Teh Nglinggo dapat dijadikan objek wisata untuk berburu sunrise. Karena pengunjung dapat bermalam di home stay sekitar. Untuk harga tiket masuk objek wisata Kebun Teh Nglinggo sebesar Rp 5000 per orang.",07.00 - 18.00,6000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3954.342241340383!2d110.14120937476453!3d-7.6462976923698!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7af2aa21b914df%3A0x99633b0e828534dc!2sKebun%20Teh%20Nglinggo!5e0!3m2!1sid!2sid!4v1715394297797!5m2!1sid!2sid,"Pemandangan kebun teh, kafe, area berfoto, spot piknik, trekking, tempat duduk bersantai.","Nglinggo Barat, Pagerharjo, Kec. Samigaluh, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta"
83,Geoforest Watu Payung Turunan,"Bagi para pemburu keindahan matahari terbit yang tinggal atau berdomisili di Yogyakarta dan sekitarnya, Geoforest Watu Payung Turunan merupakan tujuan yang tepat. Keindahan matahari terbit, panorama alam, dan keunikan ornamen merupakan perpaduan sempurna yang tersaji di Geoforest Watu Payung Turunan. Tak hanya untuk memotret, obyek wisata ini juga pas untuk sekadar bersantai menikmati indahnya pagi.",00.00 - 23.59,0,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3951.2382331284916!2d110.43386257476804!3d-7.97431249205079!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7bac8c00000001%3A0x963f619d5a0fdba0!2sGeoforest%20Watu%20Payung%20Turunan!5e0!3m2!1sid!2sid!4v1715394320559!5m2!1sid!2sid,"Spot foto geologis, trekking, area piknik, fasilitas toilet, spot pemandangan, tempat parkir.","Turunan, Girisuko, Kec. Panggang, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55872"
84,Pantai Timang,"Pantai Timang adalah objek wisata berupa pantai yaitu wilayah yang menjadi batas antara lautan dan daratan yang terletak di Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta. Pantai Timang merupakan salah satu pantai di yogyakarta yang pasirnya berwarna putih. Pantai Timang terletak di antara Pantai Siung dan Pantai Sundak Gunungkidul. Aksesn menuju pantai ini cukup sulit, jalan ke arah pantai ini masih banyak yang belum diaspal karena lokasi pantai ini cukup terpencil. Keunikan pantai ini ialah terdapat sebuah pulau yang menjadi habitat lobster laut diseberang pantai.",00.00 - 23.59,10000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3949.266088406269!2d110.65984467477035!3d-8.175926591855195!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7bb36265782cf3%3A0x25efcb5e3a28afa8!2sPantai%20Timang!5e0!3m2!1sid!2sid!4v1715394348335!5m2!1sid!2sid,"Spot foto pantai, gondola Timang, restoran pantai, aktivitas pantai, pemandangan laut, fasilitas parkir.","Jl. Pantai Sel. Jawa, Pantai, Purwodadi, Kec. Tepus, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55881"
85,Puncak Segoro,"Puncak Segoro menjadi destinasi wisata terbaru di Yogyakarta yang menawarkan sajian pesona sunset yang mempesona. Puncak Segoro Jogja sendiri berlokasi di pinggir pantai selatan Yogyakarta. Kenapa di beri nama Puncak Segoro, Karena lokasinya berada di atas lautan dengan lanscape pemandangan alam yang luar biasa. Berupa tebing tinggi yang menghadap ke laut kidul membuat keindahan panorama yang di sajikan begitu istimewa.",08.00 - 18.00,5000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3949.997397051655!2d110.45302667476946!3d-8.10174569192712!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7baf1820244d67%3A0x3a6ddd1cebd7df2b!2sPuncak%20Segoro!5e0!3m2!1sid!2sid!4v1715394370896!5m2!1sid!2sid,"Puncak bukit, trekking, spot sunrise/sunset, gazebo, area piknik, fasilitas parkir.","Wiloso, Girikarto, Kec. Panggang, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55872"
86,Candi Borobudur,"Borobudur (bahasa Jawa: ê¦•ê¦¤ê§€ê¦ê¦¶â€‹ê¦§ê¦«ê¦§ê¦¸ê¦ê¦¸ê¦‚, translit. Candhi Barabudhur) adalah sebuah candi Buddha yang terletak di Borobudur, Magelang, Jawa Tengah, Indonesia. Candi ini terletak kurang lebih 100 km di sebelah barat daya Semarang, 86 km di sebelah barat Surakarta, dan 40 km di sebelah barat laut Yogyakarta. Candi berbentuk stupa ini didirikan oleh para penganut agama Buddha Mahayana sekitar tahun 800-an Masehi pada masa pemerintahan wangsa Syailendra. Borobudur adalah candi atau kuil Buddha terbesar di dunia, sekaligus salah satu monumen Buddha terbesar di dunia.\nMonumen ini terdiri atas enam teras berbentuk bujur sangkar yang di atasnya terdapat tiga pelataran melingkar, pada dindingnya dihiasi dengan 2.672 panel relief dan aslinya terdapat 504 arca Buddha. Borobudur memiliki koleksi relief Buddha terlengkap dan terbanyak di dunia. Stupa utama terbesar teletak di tengah sekaligus memahkotai bangunan ini, dikelilingi oleh tiga barisan melingkar 72 stupa berlubang yang di dalamnya terdapat arca Buddha tengah duduk bersila dalam posisi teratai sempurna dengan mudra (sikap tangan) Dharmachakra mudra (memutar roda dharma).\nMonumen ini merupakan model alam semesta dan dibangun sebagai tempat suci untuk memuliakan Buddha sekaligus berfungsi sebagai tempat ziarah untuk menuntun umat manusia beralih dari alam nafsu duniawi menuju pencerahan dan kebijaksanaan sesuai ajaran Buddha. Para peziarah masuk melalui sisi timur dan memulai ritual di dasar candi dengan berjalan melingkari bangunan suci ini searah jarum jam, sambil terus naik ke undakan berikutnya melalui tiga tingkatan ranah dalam kosmologi Buddha. Ketiga tingkatan itu adalah KÄmadhÄtu (ranah hawa nafsu), Rupadhatu (ranah berwujud), dan Arupadhatu (ranah tak berwujud). Dalam perjalanannya para peziarah berjalan melalui serangkaian lorong dan tangga dengan menyaksikan tak kurang dari 1.460 panel relief indah yang terukir pada dinding dan pagar langkan.\nMenurut bukti-bukti sejarah, Borobudur ditinggalkan pada abad ke-14 seiring melemahnya pengaruh kerajaan Hindu dan Buddha di Jawa serta mulai masuknya pengaruh Islam. Dunia mulai menyadari keberadaan bangunan ini sejak ditemukan 1814 oleh Sir Thomas Stamford Raffles, yang saat itu menjabat sebagai Gubernur Jenderal Inggris atas Jawa. Sejak saat itu Borobudur telah mengalami serangkaian upaya penyelamatan dan pemugaran (perbaikan kembali). Proyek pemugaran terbesar digelar pada kurun waktu 1975 hingga 1982 atas upaya Pemerintah Republik Indonesia dan UNESCO, kemudian situs bersejarah ini masuk dalam daftar Situs Warisan Dunia.Borobudur kini masih digunakan sebagai tempat ziarah keagamaan; tiap tahun umat Buddha yang datang dari seluruh Indonesia dan mancanegara berkumpul di Borobudur untuk memperingati Trisuci Waisak. Dalam dunia pariwisata, Borobudur adalah objek wisata tunggal di Indonesia yang paling banyak dikunjungi wisatawan.",06.30 - 16.30,50000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3954.6973689465976!2d110.19898769678952!3d-7.607873800000005!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a8cf009a7d697%3A0xdd34334744dc3cb!2sCandi%20Borobudur!5e0!3m2!1sid!2sid!4v1715396540422!5m2!1sid!2sid,"Situs bersejarah, kuil Buddha, museum, area ibadah, restoran, toko suvenir, fasilitas parkir.","Jl. Badrawati, Kw. Candi Borobudur, Borobudur, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah"
87,Candi Ijo,"Candi Ijo (bahasa Jawa: ê¦•ê¦¤ê§€ê¦ê¦¶â€‹ê¦†ê¦—ê¦ºê¦´, translit. Candhi Ijo) adalah sebuah kompleks percandian bercorak Hindu, berada 4 kilometer arah tenggara dari Candi Ratu Boko atau kira-kira 18 kilometer di sebelah timur kota Yogyakarta. Candi ini diperkirakan dibangun antara kurun abad ke-10 sampai dengan ke-11 Masehi pada saat zaman Kerajaan Medang periode Mataram.",07.00 - 18.00,5000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3953.05657217713!2d110.50930857476595!3d-7.783826992235964!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a5b1232407aa5%3A0x645c50631c5aaaeb!2sCandi%20Ijo!5e0!3m2!1sid!2sid!4v1715396562130!5m2!1sid!2sid,"Situs bersejarah, pemandangan bukit, area ibadah, trekking, tempat duduk bersantai, fasilitas parkir.","Jl. Candi Ijo, Nglengkong, Sambirejo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572"
88,Pantai Indrayanti,"Pantai Indrayanti menawarkan keindahan alam yang menakjubkan. Hamparan pasir dan birunya laut menjadi pesona yang tiada dua. Pantai Indrayanti merupakan salah satu tempat wisata Yogyakarta yang menjadi rekomendasi bagi wisatawan. Jika kamu merasa jenuh di Malioboro, pantai ini bisa menjadi pilihannya.",00.00 - 23.59,10000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3949.514651443425!2d110.60769507745538!3d-8.150788620941587!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7bba2bebcb0c7f%3A0x854daae21d9d9724!2sPantai%20Pulang%20Sawal!5e0!3m2!1sid!2sid!4v1715396597546!5m2!1sid!2sid,"Spot foto pantai, restoran pantai, aktivitas pantai, pemandangan laut, fasilitas parkir, tempat bersantai.",
89,Pantai Nglambor,"Pantai Nglambor adalah sebuah pantai eksotis yang terletak di Kelurahan Purwodadi, Kecamatan Tepus, Gunung Kidul, Daerah Istimewa Yogyakarta. Lokasinya persis di sebelah barat dari Pantai Siung dan sebelah timur dari Pantai Jogan. Jaraknya kurang lebih 74 km dari pusat kota Jogja, pantai ini menawarkan panorama pantai yang indah. Terdapat dua batu karang besar yang menyerupai kura-kura persis di depan teluknya.\nAir lautnya yang jernih menjadikan pengunjung bisa dengan leluasa melihat karang, rumput laut, ikan dengan berbagai warna berkejaran, dan aneka biota laut lainnya dari permukaan air. Para pengunjung pun bisa melakukan snorkeling dan berenang di pantai ini tanpa harus khawatir tergulung ombak besar karena memang lokasinya pantainya yang berada di teluk.Seringkali pengunjung berasal dari luar kota bahkan luar negeri, seperti turis dari Belanda, Prancis dan Singapura",00.00 - 23.59,10000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15796.795833143302!2d110.66894014413838!3d-8.182702519577065!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7bb3ffffffffff%3A0x16a5f30f0c719ffb!2sPantai%20Nglambor!5e0!3m2!1sid!2sid!4v1715396622069!5m2!1sid!2sid,"Spot snorkeling, restoran pantai, aktivitas pantai, pemandangan laut, fasilitas toilet, tempat parkir.","Pantai, Purwodadi, Kec. Tepus, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta"
90,Pasar Beringharjo,"Pasar Beringharjo (bahasa Jawa: ê¦¥ê¦±ê¦‚ê¦§ê¦¼ê¦«ê¦¶ê¦ê¦²ê¦‚ê¦—, translit. Pasar Beringharjo) adalah pasar tertua dengan nilai historis dan filosofis yang tidak dapat dipisahkan dengan Keraton Yogyakarta. Beringharjo memiliki makna harafiah hutan pohon beringin yang diharapkan memberikan kesejahteraan bagi warga Yogyakarta. Pasar Beringharjo terletak di Jalan Jenderal Ahmad Yani nomor 16, Yogyakarta. Ada banyak jenis barang yang dapat dibeli di Pasar Beringharjo, mulai dari batik, jajanan pasar, uang kuno, pakaian anak dan dewasa, makanan cepat saji, bahan dasar jamu tradisional, sembako hingga barang antik.",08.30 - 21.00,0,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3952.9151112368504!2d110.36097349678958!3d-7.798811999999995!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7af7fe02ca3761%3A0x39ebbc4df90b410c!2sPasar%20Beringharjo%20Yogyakarta!5e0!3m2!1sid!2sid!4v1715396648751!5m2!1sid!2sid,"Pasar tradisional, belanja oleh-oleh, jajanan khas, kafe, area ibadah, tempat parkir.","Jl. Margo Mulyo No.16, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122"
91,Museum Ullen Sentalu,"Museum Ullen Sentalu, (bahasa Jawa: ê¦©ê¦¸ê¦±ê¦¶ê¦ªê¦¸ê¦©ê§€â€‹ê¦ˆê¦­ê§€ê¦­ê¦ºê¦¤ê§€â€‹ê¦±ê¦¼ê¦¤ê§€ê¦ ê¦­ê¦¸, translit. Musiyum UllÃ¨n Sentalu) terletak di Kecamatan Pakem (Kaliurang), Kabupaten Sleman, Daerah Istimewa Yogyakarta, adalah museum yang menampilkan budaya dan kehidupan para bangsawan Dinasti Mataram (Kasunanan Surakarta, Kesultanan Yogyakarta, Praja Mangkunegaran, dan Kadipaten Pakualaman) beserta koleksi bermacam-macam batik (baik gaya Yogyakarta maupun Surakarta).\nMuseum ini juga menampilkan tokoh raja-raja beserta permaisurinya dengan berbagai macam pakaian yang dikenakan, baik untuk acara formal maupun untuk keseharian. \nNama Ullen Sentalu merupakan akronim dari bahasa Jawa: â€œULating bLENcong SEjatiNe TAtaraning LUmakuâ€ yang artinya adalah â€œNyala lampu blencong sebagai petunjuk bagi umat manusia dalam melangkah dan meniti kehidupanâ€. Falsafah ini diambil dari sebuah lampu minyak yang dipergunakan dalam pertunjukkan wayang kulit (blencong) yang merupakan cahaya yang selalu bergerak untuk mengarahkan dan menerangi perjalanan hidup kita. Museum ini didirikan oleh salah seorang bangsawan Yogyakarta yang dikenal sangat dekat dengan keluarga keraton Surakarta dan Yogyakarta.\nDi Museum Ullen Sentalu, dapat diketahui bagaimana para leluhur Jawa membuat batik yang memiliki arti dan makna yang mendalam di dalam setiap coraknya. Ada juga berbagai sejarah mengenai keadaan budaya Jawa dari masa Mataram Kuno hingga Mataram Islam dengan segala aturannya. Keadaan museum yang dibangun dengan baik mampu membuat pengunjung seperti terserap ke masa Jawa kuno yang mengagumkan.",08.30 -15.00,100000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3954.786239734027!2d110.42025007476394!3d-7.5982279924166045!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a5e02fd790ab9%3A0xa3fe6035b0792671!2sUllen%20Sentalu%20Museum!5e0!3m2!1sid!2sid!4v1715396671301!5m2!1sid!2sid,"Museum seni, pameran budaya, area edukasi, kafe, toko suvenir, fasilitas parkir.","Jl. Boyong No.KM 25, Kaliurang, Hargobinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582"
92,Museum Gunung Merapi,"Museum Gunung Merapi (bahasa Jawa: ê§‹ê¦©ê¦¸ê¦±ê¦¶ê¦ªê¦¸ê¦©ê§€â€‹ ê¦’ê¦¸ê¦¤ê¦¸ê¦â€‹ ê¦©ê¦¼ê¦«ê¦¥ê¦¶ê§‰, translit. Musiyum Gunung Merapi) merupakan museum bersejarah yang terdapat di Yogyakarta tepatnya di Jln. Boyong, Dusun Banteng, Desa Hargobinangun, Kecamatan Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta sekitar lima kilometer dari kawasan objek wisata Kaliurang. Museum Gunung Merapi telah diresmikan pada tanggal 1 Oktober 2009 oleh Menteri Energi dan Sumber Daya Mineral (ESDM), Purnomo Yusgiantoro.\nDengan luas bangunan sekitar 4,470 yang berdiri di atas tanah seluas 3,5 hektare, museum yang ke depan juga akan dilengkapi dengan taman, area parkir, dan plasa ini ingin dikenal masyarakat sebagai Museum Gunungapi Merapi dengan semboyan Merapi Jendela Bumi .\nMuseum Gunung Merapi ini dapat dijadikan sebagai sarana pendidikan, penyebarluasan informasi aspek kegunungapian khususnya dan kebencanaan geologi lainnya yang bersifat rekreatif-edukatif untuk masyarakat luas dengan tujuan untuk memberikan wawasan dan pemahaman tentang aspek ilmiah, maupun sosial-budaya dan lain-lain yang berkaitan dengan gunungapi dan sumber kebencanaan geologi lainnya. Museum Gunungapi ini diharapkan dapat menjadi solusi alternatif sebagai sarana yang sangat penting dan potensial sebagai pusat layanan informasi kegunungapian dalam upaya mencerdaskan kehidupan masyarakat, serta sebagai media dalam meningkatkan kesadaran dan kewaspadaan masyarakat tentang manfaat dan ancaman bahaya letusan gunungapi serta bencana geologi lainnya .",08.00 -15.00,10000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3954.623083878293!2d110.4217579747641!3d-7.615927192399364!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a5e6ec08af943%3A0xa843109615445506!2sMuseum%20Gunungapi%20Merapi!5e0!3m2!1sid!2sid!4v1715396689641!5m2!1sid!2sid,"Museum vulkanologi, pameran alam, area edukasi, kafe, toko buku, tempat duduk bersantai.","Jl. Kaliurang No.Km 22, Banteng, Hargobinangun, Pakem, Sleman Regency, Special Region of Yogyakarta 55582"
93,Pantai Parangtritis,"Pantai Parangtritis (bahasa Jawa: ê¦¥ê¦±ê¦¶ê¦±ê¦¶ê¦‚ ê¦¥ê¦«ê¦ê¦ ê¦¿ê¦¶ê¦ ê¦¶ê¦±ê§€, translit. Pasisir Parangtritis) adalah tempat wisata yang terletak di Desa Parangtritis, Kretek, Kabupaten Bantul, Daerah Istimewa Yogyakarta. Jaraknya kurang lebih 27 km dari pusat Kota Yogyakarta. Pantai ini boleh terbilang adalah salah satu destinasi wisata terkenal di Yogyakarta dan paling favorit diantara para wisatawan sejak lama, bahkan Pantai Parangtritis telah menjadi ikon pariwisata di Yogyakarta. Pantai Parangtritis mempunyai nilai simbolis yang merupakan garis yang bersifat magis yang menghubungkan Panggung Krapyak, Keraton Yogyakarta, Tugu Yogyakarta dan Gunung Merapi yang dikenal sebagai Garis Imajiner Yogyakarta.\nPantai yang terletak di sisi timur Pantai Parangkusumo ini terkenal diantara para wisatawan karena memiliki legenda yang melekat dengan Ratu Kidul sebagai penguasa laut selatan dan keindahannya. Pantai ini merupakan pantai yang cukup luas di Yogyakarta, berbeda dengan pantai-pantai di kawasan Yogyakarta lainya seperti Pantai di Gunungkidul yang ukurannya relatif kecil.",00.00 - 23.59,10000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15802.972565550912!2d110.31847159410962!3d-8.0253991720177!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7b00975eac533d%3A0x351bfe1453e22e36!2sPantai%20Parangtritis!5e0!3m2!1sid!2sid!4v1715396710043!5m2!1sid!2sid,"Spot foto pantai, restoran pantai, aktivitas pantai, pemandangan laut, fasilitas toilet, tempat parkir.",
94,Goa Pindul,"Gua Pindul adalah objek wisata berupa gua yang terletak di Desa Bejiharjo, Kecamatan Karangmojo, Kabupaten Gunungkidul. Gua Pindul dikenal karena cara menyusuri gua yang dilakukan dengan menaiki ban pelampung di atas aliran sungai bawah tanah di dalam gua, kegiatan ini dikenal dengan istilah cave tubing.",07.00 -16.00,40000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d252847.58151838288!2d110.16395746181075!3d-8.025366273514987!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7bb3458abe4f09%3A0xd54ced46ae184848!2sGoa%20Pindul!5e0!3m2!1sid!2sid!4v1715396744363!5m2!1sid!2sid,"Petualangan gua, aktivitas petualangan, rafting bawah tanah, fasilitas toilet, tempat parkir, warung makan.","Bejiharjo, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta"
